"Address1","Address2","City","Email","Lat","Lng","Name","Phone","State","Website","Zip","_type"
"141 Uptown Square","","Murfreesboro","uptownskin@aol.com","35.875289","-86.38385","Uptown Skin","615-830-1496","Tennesse","http://uptown.skincaretherapy.net/","37129","SkinscriptrxscraperItem"
"661 S Mt. Juliet Rd","Studio 37","Mt. Juliet","","36.1612478","-86.5152853","Archangel Esthetics","(615) 636-9460","TN","","37122","SkinscriptrxscraperItem"
"99 Birchwood Lane","","Crossville","beautifulskinbytiffany@yahoo.com","35.9576214","-85.0390054","Simply Skin by Tiffany","931-248-4803","TN","http://www.simplyskinbytiffany.com/","38555","SkinscriptrxscraperItem"
"8351 Standonshire Way, Suite","Suite 109","Raleigh","","35.9015163","-78.6797434","White Dalia Wellness Center","919.845.5525","NC","http://www.whitedahlia.com/","27615","SkinscriptrxscraperItem"
"8020 Creedmoor Rd","","Raleigh","","35.8969874","-78.6800696","Family Wellness Clinic"," (919) 322-2844 ","NC","http://www.claytonclinic.com/","27613","SkinscriptrxscraperItem"
"3785 Via Nona Marie Ste. 207","","Carmel","","36.538977","-121.906616","Carmel Face and Body Jeanne Cowan","831- 625-0200","CA","http://www.carmelfaceandbody.com","93923","SkinscriptrxscraperItem"
"2100 Curtner Ave","","San Jose","kvoci@sbcglobal.net","37.272304","-121.9342988","Skin by Kat","408-691-4307","CA","","95124","SkinscriptrxscraperItem"
"621 E.Campbell Avenue  #18","","Campbell","ca@lashandesti.com","37.2874873","-121.9390512","CA Lash &#038; Esthetics","(408) 398.3739","CA","","95008","SkinscriptrxscraperItem"
"16195 Monterey Road","Suite 106","Morgan Hill","pamela113@verizon.net","37.1154709","-121.6444326","Facial Retreat","(408) 782-2135   ","CA","http://www.facialretreat.com/","95037","SkinscriptrxscraperItem"
"767 First Street","Suite 201B","Gilroy","","37.0143883","-121.5844594","R &#038; R Massage Studio / Erin Cahill","408-701-7734","CA","http://r-n-rmassagestudio.abmp.com/","95020","SkinscriptrxscraperItem"
"1000 Fremont Ave #228","","Los Altos","info@skincarebytaka.com","37.351909","-122.085826","Skin Care by Taka","650-559-1810","CA","http://www.skincarebytaka.com","94024","SkinscriptrxscraperItem"
"5133 S Campbell Ave","","Springfield","","37.1215338","-93.2966444","Eclips Hair Studio","417-232-0717","MO","","65810","SkinscriptrxscraperItem"
"3165 S Campbell Ave","","Springfield","Elite_skincare@outlook.com","37.1568013","-93.296131","Elite Skincare/DBA The Wax Ninja","(417) 414-2805","MO","http://www.thewaxninja.com/","65807","SkinscriptrxscraperItem"
"","","Benton","","36.8572781","-88.350315","Laura Henson, Esthetician &#038; LMT","270-703-6541","KY ","http://LauraHensonEstheticianLMT.com","42025","SkinscriptrxscraperItem"
"739 Thimble Shoals Blvd","Suite 1011-C","Newport News","ralphannf@aol.com","37.0826912","-76.4653169","Therapeutic Skin Treatment","804-384-7160","VA","http://hamptonroads.skincaretherapy.net","23606","SkinscriptrxscraperItem"
"405 North San Mateo Dr.","","San Mateo","","37.572102","-122.332886","NB Beauty","650-393-5634","CA","http://www.mynbbeauty.com/","94401","SkinscriptrxscraperItem"
"4060 S El Camino Real, Studio 27","","San Mateo","suziestudio@skincaretherapy.net","37.5312219","-122.2915555","The Skin Care Studio | Suzie Mariano","(650) 315-3534","CA","http://www.suziestudio.skincaretherapy.net","94403","SkinscriptrxscraperItem"
"1051 Laurel St. ","","San Carlos","kim@savvy-skincare.com ","37.5006835","-122.2539938","Savvy Skin By Kim","650-868-8764","CA","http://savvy-skincare.com/index.html","94070","SkinscriptrxscraperItem"
"2115 Broadway St, Studio 19","","Redwood City","info@dermabella.com","37.4861472","-122.2286868","Dermabella Day Spa &#038; Salon","650-361-1717","California","http://www.dermabella.com","94063","SkinscriptrxscraperItem"
"4105 19th St","","San Francisco","","37.7591547","-122.435026","The Castro Day Spa","415-487-9666","CA","http://www.castrodayspa.com/","94114","SkinscriptrxscraperItem"
"915 Cole St","","San Francisco","sonya@sonyaawwadluxebeauty.com","37.7654699","-122.4502548","Sonya Awwad Luxe Beauty","415-695-4098","CA","http://www.sonyaawwadluxebeauty.com/","94117","SkinscriptrxscraperItem"
"3150 18th Street ","Suite 256","San Francisco","","37.7622228","-122.4142232","Sustainably You","415-407-1296","California","http://www.sustainably-you.com/","94110","SkinscriptrxscraperItem"
"1820 Fillmore st","","San Francisco","ezbrowbeauty@gmail.com","37.7862917","-122.4333142","EZ Brow &#038; Beauty","(415) 849-6080","CA","http://www.ezbrowbeauty.com/","94115","SkinscriptrxscraperItem"
"564 Market Street #307","#307","San Francisco","lucentskincare307@gmail.com","37.7897319","-122.4010798","Lucent Skincare","(415) 722-9374","CA","http://www.lucentskincare.com/","94104","SkinscriptrxscraperItem"
"1136 Ballena Blvd, Suite B","","Alameda","courtneyguadamuz88@gmail.com","37.7662789","-122.2877726","WAX by Courtney Guadamuz","510-872-0368","CA","http://www.waxbycocoguadamuz.com/","94501","SkinscriptrxscraperItem"
"2500 Hospital Drive Bldg #1","","Mountain View","","37.3683095","-122.0822061","Face Value Skin Care Studio","408-838-7804","CA","http://www.facevalueskincare.skincaretherapy.net","94040","SkinscriptrxscraperItem"
"","","","onestepawaydayspa@comcast.net ","37.5189256","-122.026918","One Step Away Day Spa","(510) 936-1772","CA","http://www.onestepawayspa.com/","94560","SkinscriptrxscraperItem"
"39374 Fremont Blvd.","","Fremont","ladym318@comcast.net","37.5462727","-121.9829668","Freemont Day Spa/Mariza Cardema","510-790-3288","CA","http://fremontdayspa.com/","94538","SkinscriptrxscraperItem"
"1040 Geer Road","","Turlock","EstheticsByBarbara@yahoo.com","37.5030083","-120.8487843","Esthetics By Barbara","209.777.6818","CA","http://www.estheticsbybarbara.skincaretherapy.net/ ","95301","SkinscriptrxscraperItem"
"154 North Main Street","","Manteca","","37.7983345","-121.2165045","Advanced Aesthetics Skin Care","209-815-5850","CA","http://www.advancedaesthetics.net/default.html","95336","SkinscriptrxscraperItem"
"1773 San Pablo Ave. Suite 2B","","Pinole","info@renuispa.com","38.0038248","-122.2962665","Renui Spa","510-717-4239","California","http://www.renuispa.com/","94564","SkinscriptrxscraperItem"
"901 Key Route Blvd","","Albany","","37.8905923","-122.2928374","Face Value","510 841-7546","CA",""," 94706","SkinscriptrxscraperItem"
"896 The Alameda","","Berkeley","shimmermore@gmail.com","37.8917121","-122.2773444","Shimmer Mini Skin Spa","(510) 868-4245","CA","http://www.shimmerminiskinspa.com/","94707","SkinscriptrxscraperItem"
"1000 Marin St. suite 1006","","Vallejo","beautificationbytianna@gmail.com ","38.105293","-122.256301","The Beauty Boutique","(510) 703 2083","CA","https://www.vagaro.com/beautificationbytianna","94590","SkinscriptrxscraperItem"
"1337 Oliver Rd.","","Fairfield","tranquilityskincarebykelli@gmail.com","38.25655","-122.0682219","Tranquility Skincare by Kelli","(707) 628-1995","CA","https://www.facebook.com/tranquilityskincarebykelli","94534","SkinscriptrxscraperItem"
"2441 S. Stockton St.","Suite 4","Lodi","mailto:Skincare.kari@yahoo.com","38.1032432","-121.2697017","Kari Roesler: All About Skin","(209) 327-3959","CA","http://www.aboutskin.skincaretherapy.net/","95240","SkinscriptrxscraperItem"
"215 West Oak Street","#4","Lodi","heavenlyesthy@aol.com","38.1332067","-121.2759469","Heavenly Esthetics","209-747-0412","California","http://www.heavenlyesthetics.com","95240","SkinscriptrxscraperItem"
"4 Jean Street","","Valley Springs","","38.1900603","-120.8269656","Massage and Skincare by Natalie","209-351-3500 or 209-772-7822","CA","","95252","SkinscriptrxscraperItem"
"111 West Evans Ave.","","Pueblo","jennarhull@gmail.com","38.259302","-104.622617","Alternative Touch Therapeutic Center and Day Spa","719-543-3031 ","CO","http://www.alternativetouchllc.com/","81004","SkinscriptrxscraperItem"
"332 W Broadway, Suite 207","","Louisville","ladyslove1359@gmail.com","38.2457868","-85.7580405","Lady&#8217;s Love Spa","502-643-3700","KY","http://www.ladyslovespa.com/","40202","SkinscriptrxscraperItem"
"11614 Main Street","","Middletown","serenityspainfo@gmail.com","38.2449033","-85.5404661","Serenity Spa","502-245-6484","KY","http://louisvilledayspa.com/","40243","SkinscriptrxscraperItem"
"501 Darby Creek Rd Suite 49","inside The Design Team Salon","Lexington","skinstudiobymegan@gmail","38.0079063","-84.433244","Skin Studio by Megan","(859) 619-2155","KY","http://www.skinstudiobymegan.com","40509","SkinscriptrxscraperItem"
"540 Lew Dewitt Blvd, Suite 2","","Waynesboro","","38.073122","-78.934249","Blue Ridge School of Esthetics","540-476-2030","VA","http://www.bresthetics.com/index.html","22980","SkinscriptrxscraperItem"
"2217 Princess Anne St.","Suite 105","Fredericksburg","vicki@fountainofyoufred.com","38.3144982","-77.4689718","Fountain of You Skin Care","(540) 585-1490","VA","http://www.fountainofyoufred.com/","22405","SkinscriptrxscraperItem"
"131 North Main Street","","Cloverdale","Ibarra.amanda2727@gmail.com","38.8065969","-123.0167241","Bella Moda Hair Studio &#038; Spa","(707) 894-5546","CA","http://www.bellamodahairstudio.com","95425","SkinscriptrxscraperItem"
"707 Dead Cat Alley","Suite 201","Woodland","soulmateskin@yahoo.com","38.678198","-121.771659","Soulmate Skin","(530) 867-9161","CA","http://www.soulmateskin.com/","95695","SkinscriptrxscraperItem"
"5120 J. St.","Suite B","Sacramento","skinprosac@gmail.com","38.5660483","-121.4413667","Skin Pro Sac","(916) 761-1001","CA","http://www.skinprosac.com","95819","SkinscriptrxscraperItem"
"9717 Elk Grove Florin Rd.","Ste. E","Elk Grove","","38.405023","-121.370874","Paris Esthetics/Tasha Robinson","(916) 905-3156","CA","https://www.facebook.com/ParisEsthetics","95624","SkinscriptrxscraperItem"
"501 Natoma Street","Suite 6","Folsom","sbskinstudio@gmail.com","38.6766122","-121.1715415","Simply Beautiful Skin Studio","916-467-9004","CA","http://www.sbskinstudio.com/","95630","SkinscriptrxscraperItem"
"1671 S. Old Hwy 141, Suite C","","Fenton","","38.4797343","-90.4402621","Head to Toe Studio","(636) 600-0021","MO","http://www.headtotoestudio.net","63026","SkinscriptrxscraperItem"
"39 Old Orchard","","Webster Groves","nettie@medicalaestheticsrx.com","38.5900033","-90.3389186","Medical Aesthetics Rx","314-541-5646","MO","http://www.medicalaestheticsrx.com/Contact-Us.html","63119","SkinscriptrxscraperItem"
"2503 Lebanon Ave","","Shiloh","","38.543481","-89.940589","The Body Connection Spa | Tracy Borgard","618-234-3321","IL","http://thebodyconnectionsalonspa.com/","62221","SkinscriptrxscraperItem"
"714 1/2 Lee St","Suite #210","Charleston","fabulousitymakeup@gmail.com","38.3515084","-81.6334318","Radiant Skin Therapy","(304) 542-6608","WV","http://www.fresh.skincaretherapy.net/","24301","SkinscriptrxscraperItem"
"2785 Jefferson Davis Hwy","","Stafford","info@rejuvalase.com","38.45756","-77.4067","Rejuvalase MedSpa DaySpa Salon","540-720-8881","Virginia","http://www.rejuvalase.com","22554","SkinscriptrxscraperItem"
"9720 Capital Ct, Suite 301A","","Manassas","","38.738791","-77.521053","Skintuition, LLC","703-864-7939","VA","http://www.radiantskinfromwithin.com/","20110","SkinscriptrxscraperItem"
"445 Main St","","Prince Frederick"," info@barefootwellness.org","38.536924","-76.582442","Sergina Skincare @ Barefoot Wellness","443-968-2960 ","MD","http://www.barefootwellness.org/Welcome.html","20678","SkinscriptrxscraperItem"
"101 N. Harbor Rd.","","St. Michaels","spa@harbourinn.com","38.785309","-76.219534","Spa at Harbour Inn","410-745-0646","MD","http://harbourinn.com/spa/","21663","SkinscriptrxscraperItem"
"39 East Dover St","","Easton","info@kissedbythesunspa.com","38.7743063","-76.0749772","Kissed by the Sun Spa","","MD","http://kissedbythesun.skincaretherapy.net/","21601","SkinscriptrxscraperItem"
"1002 Live Oak Blvd ","","Yuba City","iseladlt@gmail.com","39.143456","-121.621198","Polished Salon &#038; Spa","530-415-9099","CA","","95991","SkinscriptrxscraperItem"
"(inside M studio)","774 Mays Blvd Ste 14 ","Incline VIllage","liza@ceruleanskincare.com","39.247825","-119.963289","Cerulean","530-448-9391","NV","http://www.ceruleanskincare.com/","89451","SkinscriptrxscraperItem"
"2470 Patterson Rd, Unit 11","","Grand Junction","innovationssalongj@yahoo.com","39.0923131","-108.5954587","Innovations Salon &#038; Day Spa","970-241-5266","CO","http://innovationssalongj.com/","81505","SkinscriptrxscraperItem"
"205 S Mill St ","","Aspen","heavenonearthaspen@gmail.com","39.189738","-106.81980809999999","Heaven on Earth","970-925-2278","CO","http://www.heavenonearthaspen.com","81611","SkinscriptrxscraperItem"
"493 Windchime Place","(located inside Your Salon)","Colorado Springs","mimi@faceandskincoloradosprings.com","38.9306101","-104.8179692","Fierce Beauty","(719) 892-SKIN (7546)","CO","http://faceandskincoloradosprings.com/","80919","SkinscriptrxscraperItem"
"9926 College Blvd.","","Overland Park","KTcraig07@gmail.com","38.9282946","-94.6981895","Kathryn Craig, LE","(913) 636-7138","KS","https://squareup.com/appointments/book/WUSH8w/kathryn-craig-le","66210","SkinscriptrxscraperItem"
"9926 College Blvd. Suite 1","","Overland Park","simplyskinstudio@gmail.com","38.9282946","-94.6981895","Simply Skin Studio","(913) 258-3583","KS","http://simplyskinstudio.com","66213","SkinscriptrxscraperItem"
"15145 Metcalf Avenue","","Overland Park","","38.853825","-94.6674309","Spatique Skin Care","(913) 685-4866","KS","http://spatiqueskincare.com/","66223","SkinscriptrxscraperItem"
"3751 Eastern Ave","","Cincinnati","staceydennyskincare@gmail.com","39.111591","-84.436156","Stacey Denny Skin Care","(513) 206-3096","OH","http://www.staceydennyskincare.com","45230","SkinscriptrxscraperItem"
"2812 Mack Rd, Suite B","","Fairfield","puremomentsspa@gmail.com","39.311197","-84.526462","Pure Moments Spa","513-376-3213","OH","http://www.puremomentsspa.com/","45014","SkinscriptrxscraperItem"
"44927 George Washington Blvd. Suite 250","University Commerce Center","Ashburn","Skinfortellc@gmail.com","39.0580569","-77.4461566","E SKIN Forté, LLC | Emilie Duke, LME","(571) 420-0035","VA","http://www.skinfortellc.com/","20147","SkinscriptrxscraperItem"
"3950 University Dr. Ste. 105","","Fairfax","massagegreenffx@gmail.com","38.8477055","-77.3050766","Massage Green Fairfax","(793) 659-8330","VA","http://massagegreenspa.com/","22030","SkinscriptrxscraperItem"
"2701 Ontario Road NW","","Washington DC","tusuvaspa@hotmail.com","38.924683","-77.0402417","TuSuva Body &#038; Skin Care","202-299-9005 ","DC","http://www.tusuva.com/index.html","20009","SkinscriptrxscraperItem"
"3565 C2 Ellicott Mills Drive ","Suite 203","Ellicott City","sapphireesthiquellc@gmail.com","39.2731392","-76.8038477","Sapphire Esthique, LLC","(443) 707-5963","MD","http://www.sapphireesthique.com","21043","SkinscriptrxscraperItem"
"8894 Fort Smallwood Rd","Suite 15","Pasadena","","39.1330599","-76.5181807","Shine, LLC &#8211; Beauty &#038; Wellness Studio","(443) 695-5879","MD","","21122","SkinscriptrxscraperItem"
"3602 Elm Avenue ","","Baltimore","charmcityskin@gmail.com","39.331324","-76.631527","Charm City Skin","410-366-7546","MD","http://www.charmcityskin.com/","21211","SkinscriptrxscraperItem"
"719 E 11th St","In The Historic Flanders Hotel","Ocean City","bridal@divineimagessalon.com","39.2744348","-74.5758472","Divine Images Salon &#038; Day Spa","609-399-5000","NJ","http://www.divineimagessalon.com/","08226","SkinscriptrxscraperItem"
"601 East 9th Street","","Ocean City","abellasalon@verizon.net","39.277609","-74.574604","A Bella Salon &#038; Spa","609-399-6999","NJ","http://www.abellasalon.com","08226","SkinscriptrxscraperItem"
"1324 Mangrove Ave, Suite 215","","Chico","Judi@SkinCareChico.com","39.743984","-121.8392032","The Skin Care Studio","530-826-4609","CA","http://www.skincarechico.com/","95926","SkinscriptrxscraperItem"
"11890 Donner Pass Rd.","Suite 5","Truckee","Micha_elle@yahoo.com","39.3260514","-120.2188018","True Skin","(530) 412-0837","CA","www.trueskinspa.com","96161","SkinscriptrxscraperItem"
"26689 Pleasant Park Rd, Building A","Suite 230","Conifer","innerglowskincare@gmail.com","39.5196573","-105.3042361","Inner Glow Skin Care, LLC","(720) 343-9582","CO","http://www.myinnerglowskincare.com/","80433","SkinscriptrxscraperItem"
"3247 Golden Gate Canyon Rd.","","Black Hawk","bcss@skincaretherapy.net","39.839531","-105.4463345","Beautiful Complexions Skincare Studio","303-385-7919","CO","http://bcsstudio.fullslate.com/","80244","SkinscriptrxscraperItem"
"9579 S. University Blvd.","Suite 270","Highland Ranch","","39.5418589","-104.939807","Massage Green Spa &#8211; Highlands Ranch","(303) 800-6830","CO","http://www.massagegreenspa.com/#!highlands-ranch-colorado/c1611","80126","SkinscriptrxscraperItem"
"5451 W 32nd Ave.","","Wheat Ridge","iheartskindenver@gmail.com","39.7623295","-105.0564937","i {heart} skin","303-957-6334","CO","http://www.iheartskindenver.com/","80212","SkinscriptrxscraperItem"
"18129 Oak Ridge Drive","Suite A","Hagerstown","","39.612864","-77.744275","Clear. Spa","301-800-9500","MD","http://www.clearspa4u.com/","21742","SkinscriptrxscraperItem"
"700 Frederick St","","Hagerstown","myestheticianmandie@gmail.com","39.6284125","-77.7154123","PRESH skin","240-520-8731","MD","http://www.preshskin.weebly.com","21740","SkinscriptrxscraperItem"
"1304 South Main St","","Mt Airy","","39.3679623","-77.1650862","LaBella Medispa","(301) 829-1800","MD","http://www.labellamedispa.com/","21771","SkinscriptrxscraperItem"
"22 W Pennsylvania Ave, Suite 400","","Towson","","39.4008377","-76.6039131","Holistic Solutions","443-797-5862","MD","http://www.holisticsolutions.skincaretherapy.net/","21204","SkinscriptrxscraperItem"
"8736 Belair Rd","","Nottingham","","39.3935655","-76.4878994","Salon 8736","410.248.9220","MD","http://salon8736.com/esthetician-services/","21236","SkinscriptrxscraperItem"
"11550 Philadelphia Road","Suite 104","White Marsh","theblvd104@gmail.com","39.4070533","-76.4141179","The Boulevard Salon &#038; Spa","(410 870-2258","MD","","211262","SkinscriptrxscraperItem"
"3023 McDaniel Lane","","Newark","","39.5854298","-75.7715717","Skin Solutions by Wendi","(302) 312-1569","DE","http://www.skinsolutionsbywendi.com","19702","SkinscriptrxscraperItem"
"13235 W 86th Dr","","Arvada","","39.852376","-105.148185","Pure Dermal Care","303-601-3456","CO","http://Puredermalcare.com","80005","SkinscriptrxscraperItem"
"2881 E. 56th St","","Indianapolis","","39.854675","-86.116076","Sign of the Tymes Salon","(317) 251=0792","IN","http://www.signofthetymessalon.com/about/","46220","SkinscriptrxscraperItem"
"13170 Harrell Pkwy","Suite 200","Noblesville","","39.9930033","-85.9310882","MoCee Day Spa","317-993-5959","IN","http://www.moceespa.com/","46060","SkinscriptrxscraperItem"
"265 Lincoln Circle","","Gahanna","","40.017991","-82.872385","Heads Turn Salon","(614) 476-8876","OH","http://www.headsturngahanna.com/","43230","SkinscriptrxscraperItem"
"1378 N Hamilton Rd Suite 43","","Columbus","luxeskinaesthetics@gmail.com","40.0538068","-82.8636772","Luxe Skin Aesthetics","614-795-8308","OH","http://www.luxeskinaesthetics.com/","43230","SkinscriptrxscraperItem"
"3202 Washington Rd.","","McMurray","hibrouspa@gmail.com","40.2905769","-80.1091352","HiBrou","(724) 260-0325","PA","","15317","SkinscriptrxscraperItem"
"221 B Main Street","","Parkesburg","fswspa@gmail.com","39.9614197","-75.9169657","Fountain Springs Wellness Spa","610-466-5141","PA","http://www.fswspa.com","19365","SkinscriptrxscraperItem"
"583 Shoemaker Rd.","","King of Prussia","","40.07981","-75.3582935","The Massage Studio","610-354-0138","PA","http://www.massagestudiokop.com/","19406","SkinscriptrxscraperItem"
"123 West Germantown Pike","Suite 5","East Norriton","jeanninemodica@gmail.com","40.1459996","-75.3208233","Simply Skin By Jeannine","(610) 220-0429","PA","http://jeanninemodica.com/","19401","SkinscriptrxscraperItem"
"77 Ellis St",""," Haddonfield","Andre.Aesthetiques@gmail.com","39.8967174","-75.0290403","Andre Aesthetiques at Lisa Michaels Salon"," 856-795-9115 / 856-571-1792","NJ","","08033","SkinscriptrxscraperItem"
"10012 Sandmeyer Ln","","Philadelphia","donna.skin@gmail.com","40.108308","-75.036147","Donna Skin Care","215-969-2526","PA","http://www.donna-skincare.com","19116","SkinscriptrxscraperItem"
"21 West Main Street ","","Freehold","","40.2602","-74.275807","TN Skincare Studio","732-276-9577 ","NJ","http://www.tnskincarestudio.com","07728","SkinscriptrxscraperItem"
"1274 S. River Rd","","Cranbury","info@gentlehealingspa.com","40.3186733","-74.5065954","Gentle Healing Wellness","(609) 409-2700","NJ","Gentle Healing Wellness Spa","08512","SkinscriptrxscraperItem"
"424 Main St","","Ferndale","","40.576532","-124.264983","Angela Grimaldo &#8211; Like Nobody Else Day Spa","707-786-9030 or 707-845-6054","CA","","95536","SkinscriptrxscraperItem"
"1322 Court Street","","Redding","","40.5848191","-122.3966439","Infusion Skin Spa | Tina Elkins","(530) 244-3223","CA","http://www.infusionskinspa.com","96001","SkinscriptrxscraperItem"
"1135 Pine St., Suite 104","","Redding","","40.5875793","-122.3915411","Art of Skin Care","530-241-4400","CA","http://www.artofskincare.com/","96001","SkinscriptrxscraperItem"
"90 W. 11400 S","","Sandy","","40.5444138","-111.8919181","Massage Green Spa &#8211; Sandy","(801) 810-1999","UT","http://www.massagegreenspa.com/#!sandy-utah/c21uv","84070","SkinscriptrxscraperItem"
"10011 S. Centennial Parkway, Suite #350","","Sandy","uniqueskinstudio@gmail.com","40.5692157","-111.8944224","Unique Skin Studio","801-205-1704 ","UT","http://www.utah.skincaretherapy.net/","84070","SkinscriptrxscraperItem"
"","","Peoria","tabathaj@comcast.net","40.7100017","-89.5733416","Treatments by Tabatha J","309-712-8225","IL","http://www.treatmentsbytabathaj.skincaretherapy.net","61603","SkinscriptrxscraperItem"
"Debra Fairchild","4884 Higbee Ave. NW, Ste 110","Canton","everyoung.df@gmail.com","40.8540649","-81.460856","Ever-Young Esthetics, LLC.","(330) 284-0933","OH","http://www.ever-young.skincaretherapy.net/","44718","SkinscriptrxscraperItem"
"5827 Steubenville Pike","","Robinson Twp","","40.4504732","-80.1388555","Felicite Day Spa","(412) 788-4772","PA","http://felicitedayspa.com/","15136","SkinscriptrxscraperItem"
"814 Route 764","","Duncansville","","40.4335731","-78.4371844","Aqua Salon and Spa","814-696-7820","PA","http://www.aquaduncansville.com/","16635","SkinscriptrxscraperItem"
"214 West Hamilton Avenue ","","State College","beauty@hairdezigns.com","40.7873907","-77.8559794","Hair DeZigns Salon and Spa","814-234-4313","PA","http://www.hairdezigns.com/","16801","SkinscriptrxscraperItem"
"8 Maple Ave.","","Sellersville","imagessalonspa@verizon.net","40.3592152","-75.3108205","Images Salon","(215) 257-4664","PA","http://www.imagessalonandspasellersville.com/","18960","SkinscriptrxscraperItem"
"442 Atlantic Ave ","","Brooklyn","Ramglamskincare@skintherapy.net","40.6862368","-73.9836832","Evolution The Green Room Salon","718-222-2977","NY","http://evolutiongreenroom.com/","11217","SkinscriptrxscraperItem"
"1501 Broadway, Suite 900","","","","40.757122","-73.9865613","Broadway Rejuvenation Center","(212) 840-5803","NY","","10036","SkinscriptrxscraperItem"
"20 Unqua Road","","Massapequa","","40.6668785","-73.439566","Susan&#8217;s Skin and Brow Studio","(631) 397-0043","NY","http://susanpaladino.skincaretherapy.net/","11758","SkinscriptrxscraperItem"
"5394 Merrick Rd.","","Massapequa","skinessentialsbyveronica@gmail.com","40.667741","-73.4376769","Skin Essentials by Veronica at Primp Salon and Spa","516-319-3059 or 516-799-7199","NY","","11758","SkinscriptrxscraperItem"
"5394 Merrick Rd","","Massapequa","","40.667741","-73.4376769","The Goddess Within","516-799-7199 or 516-712-7662","NY","","11758","SkinscriptrxscraperItem"
"20 Montauk Hwy","","Blue Point","envy@skincaretherapy.net","40.751441","-73.040691","Pure Envy Aesthetics","631-255-0095","NY","http://www.pureenvy.skincaretherapy.net/","11715","SkinscriptrxscraperItem"
"1105 Howard St.","","Omaha","thewaxandskinstudio@gmail.com","41.2551337","-95.9309503","The Wax &#038; Skin Studio (Inside Victor Victoria Salon &#038; Spa)","(402) 981-8715","NE","","68108","SkinscriptrxscraperItem"
"10875 W Dodge Rd., Suite 36","","Omaha","","41.2615505","-96.084337","Simone Brown Esthetics at Avalon 2","402-290-6037","NE","http://www.simonebrownesthetics.com/","68154","SkinscriptrxscraperItem"
"10875 West Dodge Road","Suite 29","Omaha","myvintagemirror@gmail.com","41.2615505","-96.0843371","The Vintage Mirror at Avalon Suites 2","402-709-3524","NE","","68154","SkinscriptrxscraperItem"
"5111 North Bend Dr","","Fort Wayne","janet@VLmassage.com","41.063344","-85.208651","Vital Living WellSpa","260-436-8807","IN","http://www.vlmassage.com/","46804","SkinscriptrxscraperItem"
"487 E. Dupont Road.","","Fort Wayne","feliciaphomsoupha@yahoo.com ","41.1795531","-85.1360795","A Day Away Salon and Spa","(260) 637-6757","IN","http://adayawaysalonandspa.com/","46825","SkinscriptrxscraperItem"
"10 Main St.","","Hastings on Hudson","lunabelleny@gmail.com","40.9941381","-73.8820098","Luna Belle Aesthetics","(914) 588-1931","NY","http://www.lunabelleny.com/","10706","SkinscriptrxscraperItem"
"151 Montgomery Ave","Suite A","Scarsdale","","40.978417","-73.804655","Bams Beauty Skin Care Studio","(914) 722-6770","NY","http://www.bamsbeauty.com","10583","SkinscriptrxscraperItem"
"470 Main St.  ","","Armonk","fran6516@aol.com","41.1285028","-73.7133293","Healing Touch, Francine&#8217;s Skin Care","(914)707-0086","NY","http://www.healing-touch.skincaretherapy.net/","10504","SkinscriptrxscraperItem"
"555 Hallock Avenue","","Port Jefferson Station","kenneth@rejuvenna.com","40.932792","-73.0459825","ReJuvenna Spa","(631) 834-5626","NY","http://www.rejuvenna.com/","11776","SkinscriptrxscraperItem"
"2470 Boston Post Road","","Guilford","info@massagesavvyct.com","41.308221","-72.724441","Massage Savvy","203-453-8667","CT","http://massagesavvyct.com/","06437","SkinscriptrxscraperItem"
"#11 Wolfer Industrial Park","","Spring Valley","jimicheleti@gmail.com","41.337786","-89.2189102","Jill Michele Skin Care Center","815-252-0265","IL","","61362 ","SkinscriptrxscraperItem"
"3420 Lacrosse","Suite 100, Unit 3","Naperville","aabeauty911@gmail.com","41.7035232","-88.2037118","All About Beauty &#038; Wellness","(630) 864-1600","IL","http://www.aaBeautySpa.com","60564","SkinscriptrxscraperItem"
"235 W. Main Street ","","Glenwood","","41.5466002","-87.6180827","Imagine Peace Hair, Skin and Nail Studio","708-757-7777 ","IL","http://www.imaginepeacestudio.com/","60425","SkinscriptrxscraperItem"
"43 E. Jefferson St.","Jefferson Hill Building","Naperville","clstache@hotmail.com","41.7732212","-88.146175","Skin Deep Beauty by Cyndi","(630) 452-9002","IL","http://www.skindeepfacial.com/","60540","SkinscriptrxscraperItem"
"2136 W 95th St, Suite 201","","Chicago","Bookings@tnt-artistry.com","41.721286","-87.676345","T-N-T Artistry, Inc.","","IL","http://tnt-artistry.com/","60643","SkinscriptrxscraperItem"
"174 North County Road 600 W","","Valparaiso","Barbara@songbirdprairie.com","41.460241","-87.184319","Songbird Prarie Inn and Spa","(219) 759-4274","IN","http://www.songbirdprairie.com/","46385","SkinscriptrxscraperItem"
"2707 Toledo Rd.","","Elkhart","","41.6775217","-85.9267172","Skin Deep Aesthetics","(574) 293-8123","IN","http://www.skindeepmakeupdesigns.com/","46516","SkinscriptrxscraperItem"
"116 S. Fourth St","","Sturgis","c_yunker@yahoo.com","41.7993843","-85.4149387","Muscle &#038; DermaTherapy Center","269-659-2699","MI","http://www.muscle-dermatherapycenter.com/","49091","SkinscriptrxscraperItem"
"8035 Broadview Rd","","Broadview Heights","","41.34725","-81.683924","Lava Massage and Skin Care","440-746-0322","OH","http://www.lavamassageandskincare.com/","44147","SkinscriptrxscraperItem"
