Name,Address1,Address2,City,State,Zip,Phone,Email,Website,Lat,Lng,_type
Skin by Kat,2100 Curtner Ave,,San Jose,CA,95124,408-691-4307,kvoci@sbcglobal.net,,37.272304,-121.9342988,SkinscriptrxscraperItem
CA Lash &#038; Esthetics,621 E.Campbell Avenue  #18,,Campbell,CA,95008,(408) 398.3739,ca@lashandesti.com,,37.2874873,-121.9390512,SkinscriptrxscraperItem
Facial Retreat,16195 Monterey Road,Suite 106,Morgan Hill,CA,95037,(408) 782-2135   ,pamela113@verizon.net,http://www.facialretreat.com/,37.1154709,-121.6444326,SkinscriptrxscraperItem
R &#038; R Massage Studio / Erin Cahill,767 First Street,Suite 201B,Gilroy,CA,95020,408-701-7734,,http://r-n-rmassagestudio.abmp.com/,37.0143883,-121.5844594,SkinscriptrxscraperItem
Skin Care by Taka,1000 Fremont Ave #228,,Los Altos,CA,94024,650-559-1810,info@skincarebytaka.com,http://www.skincarebytaka.com,37.351909,-122.085826,SkinscriptrxscraperItem
Eclips Hair Studio,5133 S Campbell Ave,,Springfield,MO,65810,417-232-0717,,,37.1215338,-93.2966444,SkinscriptrxscraperItem
Elite Skincare/DBA The Wax Ninja,3165 S Campbell Ave,,Springfield,MO,65807,(417) 414-2805,Elite_skincare@outlook.com,http://www.thewaxninja.com/,37.1568013,-93.296131,SkinscriptrxscraperItem
"Laura Henson, Esthetician &#038; LMT",,,Benton,KY ,42025,270-703-6541,,http://LauraHensonEstheticianLMT.com,36.8572781,-88.350315,SkinscriptrxscraperItem
Therapeutic Skin Treatment,739 Thimble Shoals Blvd,Suite 1011-C,Newport News,VA,23606,804-384-7160,ralphannf@aol.com,http://hamptonroads.skincaretherapy.net,37.0826912,-76.4653169,SkinscriptrxscraperItem
NB Beauty,405 North San Mateo Dr.,,San Mateo,CA,94401,650-393-5634,,http://www.mynbbeauty.com/,37.572102,-122.332886,SkinscriptrxscraperItem
The Skin Care Studio | Suzie Mariano,"4060 S El Camino Real, Studio 27",,San Mateo,CA,94403,(650) 315-3534,suziestudio@skincaretherapy.net,http://www.suziestudio.skincaretherapy.net,37.5312219,-122.2915555,SkinscriptrxscraperItem
Savvy Skin By Kim,1051 Laurel St. ,,San Carlos,CA,94070,650-868-8764,kim@savvy-skincare.com ,http://savvy-skincare.com/index.html,37.5006835,-122.2539938,SkinscriptrxscraperItem
Dermabella Day Spa &#038; Salon,"2115 Broadway St, Studio 19",,Redwood City,California,94063,650-361-1717,info@dermabella.com,http://www.dermabella.com,37.4861472,-122.2286868,SkinscriptrxscraperItem
The Castro Day Spa,4105 19th St,,San Francisco,CA,94114,415-487-9666,,http://www.castrodayspa.com/,37.7591547,-122.435026,SkinscriptrxscraperItem
Sonya Awwad Luxe Beauty,915 Cole St,,San Francisco,CA,94117,415-695-4098,sonya@sonyaawwadluxebeauty.com,http://www.sonyaawwadluxebeauty.com/,37.7654699,-122.4502548,SkinscriptrxscraperItem
Sustainably You,3150 18th Street ,Suite 256,San Francisco,California,94110,415-407-1296,,http://www.sustainably-you.com/,37.7622228,-122.4142232,SkinscriptrxscraperItem
EZ Brow &#038; Beauty,1820 Fillmore st,,San Francisco,CA,94115,(415) 849-6080,ezbrowbeauty@gmail.com,http://www.ezbrowbeauty.com/,37.7862917,-122.4333142,SkinscriptrxscraperItem
Lucent Skincare,564 Market Street #307,#307,San Francisco,CA,94104,(415) 722-9374,lucentskincare307@gmail.com,http://www.lucentskincare.com/,37.7897319,-122.4010798,SkinscriptrxscraperItem
WAX by Courtney Guadamuz,"1136 Ballena Blvd, Suite B",,Alameda,CA,94501,510-872-0368,courtneyguadamuz88@gmail.com,http://www.waxbycocoguadamuz.com/,37.7662789,-122.2877726,SkinscriptrxscraperItem
Face Value Skin Care Studio,2500 Hospital Drive Bldg #1,,Mountain View,CA,94040,408-838-7804,,http://www.facevalueskincare.skincaretherapy.net,37.3683095,-122.0822061,SkinscriptrxscraperItem
One Step Away Day Spa,,,,CA,94560,(510) 936-1772,onestepawaydayspa@comcast.net ,http://www.onestepawayspa.com/,37.5189256,-122.026918,SkinscriptrxscraperItem
Freemont Day Spa/Mariza Cardema,39374 Fremont Blvd.,,Fremont,CA,94538,510-790-3288,ladym318@comcast.net,http://fremontdayspa.com/,37.5462727,-121.9829668,SkinscriptrxscraperItem
Esthetics By Barbara,1040 Geer Road,,Turlock,CA,95301,209.777.6818,EstheticsByBarbara@yahoo.com,http://www.estheticsbybarbara.skincaretherapy.net/ ,37.5030083,-120.8487843,SkinscriptrxscraperItem
Advanced Aesthetics Skin Care,154 North Main Street,,Manteca,CA,95336,209-815-5850,,http://www.advancedaesthetics.net/default.html,37.7983345,-121.2165045,SkinscriptrxscraperItem
Renui Spa,1773 San Pablo Ave. Suite 2B,,Pinole,California,94564,510-717-4239,info@renuispa.com,http://www.renuispa.com/,38.0038248,-122.2962665,SkinscriptrxscraperItem
Face Value,901 Key Route Blvd,,Albany,CA,94706,510 841-7546,,,37.8905923,-122.2928374,SkinscriptrxscraperItem
Shimmer Mini Skin Spa,896 The Alameda,,Berkeley,CA,94707,(510) 868-4245,shimmermore@gmail.com,http://www.shimmerminiskinspa.com/,37.8917121,-122.2773444,SkinscriptrxscraperItem
The Beauty Boutique,1000 Marin St. suite 1006,,Vallejo,CA,94590,(510) 703 2083,beautificationbytianna@gmail.com ,https://www.vagaro.com/beautificationbytianna,38.105293,-122.256301,SkinscriptrxscraperItem
Tranquility Skincare by Kelli,1337 Oliver Rd.,,Fairfield,CA,94534,(707) 628-1995,tranquilityskincarebykelli@gmail.com,https://www.facebook.com/tranquilityskincarebykelli,38.25655,-122.0682219,SkinscriptrxscraperItem
Kari Roesler: All About Skin,2441 S. Stockton St.,Suite 4,Lodi,CA,95240,(209) 327-3959,mailto:Skincare.kari@yahoo.com,http://www.aboutskin.skincaretherapy.net/,38.1032432,-121.2697017,SkinscriptrxscraperItem
Heavenly Esthetics,215 West Oak Street,#4,Lodi,California,95240,209-747-0412,heavenlyesthy@aol.com,http://www.heavenlyesthetics.com,38.1332067,-121.2759469,SkinscriptrxscraperItem
Massage and Skincare by Natalie,4 Jean Street,,Valley Springs,CA,95252,209-351-3500 or 209-772-7822,,,38.1900603,-120.8269656,SkinscriptrxscraperItem
Alternative Touch Therapeutic Center and Day Spa,111 West Evans Ave.,,Pueblo,CO,81004,719-543-3031 ,jennarhull@gmail.com,http://www.alternativetouchllc.com/,38.259302,-104.622617,SkinscriptrxscraperItem
Lady&#8217;s Love Spa,"332 W Broadway, Suite 207",,Louisville,KY,40202,502-643-3700,ladyslove1359@gmail.com,http://www.ladyslovespa.com/,38.2457868,-85.7580405,SkinscriptrxscraperItem
Serenity Spa,11614 Main Street,,Middletown,KY,40243,502-245-6484,serenityspainfo@gmail.com,http://louisvilledayspa.com/,38.2449033,-85.5404661,SkinscriptrxscraperItem
Skin Studio by Megan,501 Darby Creek Rd Suite 49,inside The Design Team Salon,Lexington,KY,40509,(859) 619-2155,skinstudiobymegan@gmail,http://www.skinstudiobymegan.com,38.0079063,-84.433244,SkinscriptrxscraperItem
Blue Ridge School of Esthetics,"540 Lew Dewitt Blvd, Suite 2",,Waynesboro,VA,22980,540-476-2030,,http://www.bresthetics.com/index.html,38.073122,-78.934249,SkinscriptrxscraperItem
Fountain of You Skin Care,2217 Princess Anne St.,Suite 105,Fredericksburg,VA,22405,(540) 585-1490,vicki@fountainofyoufred.com,http://www.fountainofyoufred.com/,38.3144982,-77.4689718,SkinscriptrxscraperItem
Bella Moda Hair Studio &#038; Spa,131 North Main Street,,Cloverdale,CA,95425,(707) 894-5546,Ibarra.amanda2727@gmail.com,http://www.bellamodahairstudio.com,38.8065969,-123.0167241,SkinscriptrxscraperItem
Soulmate Skin,707 Dead Cat Alley,Suite 201,Woodland,CA,95695,(530) 867-9161,soulmateskin@yahoo.com,http://www.soulmateskin.com/,38.678198,-121.771659,SkinscriptrxscraperItem
Skin Pro Sac,5120 J. St.,Suite B,Sacramento,CA,95819,(916) 761-1001,skinprosac@gmail.com,http://www.skinprosac.com,38.5660483,-121.4413667,SkinscriptrxscraperItem
Paris Esthetics/Tasha Robinson,9717 Elk Grove Florin Rd.,Ste. E,Elk Grove,CA,95624,(916) 905-3156,,https://www.facebook.com/ParisEsthetics,38.405023,-121.370874,SkinscriptrxscraperItem
Simply Beautiful Skin Studio,501 Natoma Street,Suite 6,Folsom,CA,95630,916-467-9004,sbskinstudio@gmail.com,http://www.sbskinstudio.com/,38.6766122,-121.1715415,SkinscriptrxscraperItem
Head to Toe Studio,"1671 S. Old Hwy 141, Suite C",,Fenton,MO,63026,(636) 600-0021,,http://www.headtotoestudio.net,38.4797343,-90.4402621,SkinscriptrxscraperItem
Medical Aesthetics Rx,39 Old Orchard,,Webster Groves,MO,63119,314-541-5646,nettie@medicalaestheticsrx.com,http://www.medicalaestheticsrx.com/Contact-Us.html,38.5900033,-90.3389186,SkinscriptrxscraperItem
The Body Connection Spa | Tracy Borgard,2503 Lebanon Ave,,Shiloh,IL,62221,618-234-3321,,http://thebodyconnectionsalonspa.com/,38.543481,-89.940589,SkinscriptrxscraperItem
Radiant Skin Therapy,714 1/2 Lee St,Suite #210,Charleston,WV,24301,(304) 542-6608,fabulousitymakeup@gmail.com,http://www.fresh.skincaretherapy.net/,38.3515084,-81.6334318,SkinscriptrxscraperItem
Rejuvalase MedSpa DaySpa Salon,2785 Jefferson Davis Hwy,,Stafford,Virginia,22554,540-720-8881,info@rejuvalase.com,http://www.rejuvalase.com,38.45756,-77.4067,SkinscriptrxscraperItem
"Skintuition, LLC","9720 Capital Ct, Suite 301A",,Manassas,VA,20110,703-864-7939,,http://www.radiantskinfromwithin.com/,38.738791,-77.521053,SkinscriptrxscraperItem
Sergina Skincare @ Barefoot Wellness,445 Main St,,Prince Frederick,MD,20678,443-968-2960 , info@barefootwellness.org,http://www.barefootwellness.org/Welcome.html,38.536924,-76.582442,SkinscriptrxscraperItem
Spa at Harbour Inn,101 N. Harbor Rd.,,St. Michaels,MD,21663,410-745-0646,spa@harbourinn.com,http://harbourinn.com/spa/,38.785309,-76.219534,SkinscriptrxscraperItem
Kissed by the Sun Spa,39 East Dover St,,Easton,MD,21601,,info@kissedbythesunspa.com,http://kissedbythesun.skincaretherapy.net/,38.7743063,-76.0749772,SkinscriptrxscraperItem
Polished Salon &#038; Spa,1002 Live Oak Blvd ,,Yuba City,CA,95991,530-415-9099,iseladlt@gmail.com,,39.143456,-121.621198,SkinscriptrxscraperItem
Cerulean,(inside M studio),774 Mays Blvd Ste 14 ,Incline VIllage,NV,89451,530-448-9391,liza@ceruleanskincare.com,http://www.ceruleanskincare.com/,39.247825,-119.963289,SkinscriptrxscraperItem
Innovations Salon &#038; Day Spa,"2470 Patterson Rd, Unit 11",,Grand Junction,CO,81505,970-241-5266,innovationssalongj@yahoo.com,http://innovationssalongj.com/,39.0923131,-108.5954587,SkinscriptrxscraperItem
Heaven on Earth,205 S Mill St ,,Aspen,CO,81611,970-925-2278,heavenonearthaspen@gmail.com,http://www.heavenonearthaspen.com,39.189738,-106.8198081,SkinscriptrxscraperItem
Fierce Beauty,493 Windchime Place,(located inside Your Salon),Colorado Springs,CO,80919,(719) 892-SKIN (7546),mimi@faceandskincoloradosprings.com,http://faceandskincoloradosprings.com/,38.9306101,-104.8179692,SkinscriptrxscraperItem
"Kathryn Craig, LE",9926 College Blvd.,,Overland Park,KS,66210,(913) 636-7138,KTcraig07@gmail.com,https://squareup.com/appointments/book/WUSH8w/kathryn-craig-le,38.9282946,-94.6981895,SkinscriptrxscraperItem
Simply Skin Studio,9926 College Blvd. Suite 1,,Overland Park,KS,66213,(913) 258-3583,simplyskinstudio@gmail.com,http://simplyskinstudio.com,38.9282946,-94.6981895,SkinscriptrxscraperItem
Spatique Skin Care,15145 Metcalf Avenue,,Overland Park,KS,66223,(913) 685-4866,,http://spatiqueskincare.com/,38.853825,-94.6674309,SkinscriptrxscraperItem
Stacey Denny Skin Care,3751 Eastern Ave,,Cincinnati,OH,45230,(513) 206-3096,staceydennyskincare@gmail.com,http://www.staceydennyskincare.com,39.111591,-84.436156,SkinscriptrxscraperItem
Pure Moments Spa,"2812 Mack Rd, Suite B",,Fairfield,OH,45014,513-376-3213,puremomentsspa@gmail.com,http://www.puremomentsspa.com/,39.311197,-84.526462,SkinscriptrxscraperItem
"E SKIN Forté, LLC | Emilie Duke, LME",44927 George Washington Blvd. Suite 250,University Commerce Center,Ashburn,VA,20147,(571) 420-0035,Skinfortellc@gmail.com,http://www.skinfortellc.com/,39.0580569,-77.4461566,SkinscriptrxscraperItem
Massage Green Fairfax,3950 University Dr. Ste. 105,,Fairfax,VA,22030,(793) 659-8330,massagegreenffx@gmail.com,http://massagegreenspa.com/,38.8477055,-77.3050766,SkinscriptrxscraperItem
TuSuva Body &#038; Skin Care,2701 Ontario Road NW,,Washington DC,DC,20009,202-299-9005 ,tusuvaspa@hotmail.com,http://www.tusuva.com/index.html,38.924683,-77.0402417,SkinscriptrxscraperItem
"Sapphire Esthique, LLC",3565 C2 Ellicott Mills Drive ,Suite 203,Ellicott City,MD,21043,(443) 707-5963,sapphireesthiquellc@gmail.com,http://www.sapphireesthique.com,39.2731392,-76.8038477,SkinscriptrxscraperItem
"Shine, LLC &#8211; Beauty &#038; Wellness Studio",8894 Fort Smallwood Rd,Suite 15,Pasadena,MD,21122,(443) 695-5879,,,39.1330599,-76.5181807,SkinscriptrxscraperItem
Charm City Skin,3602 Elm Avenue ,,Baltimore,MD,21211,410-366-7546,charmcityskin@gmail.com,http://www.charmcityskin.com/,39.331324,-76.631527,SkinscriptrxscraperItem
Divine Images Salon &#038; Day Spa,719 E 11th St,In The Historic Flanders Hotel,Ocean City,NJ,8226,609-399-5000,bridal@divineimagessalon.com,http://www.divineimagessalon.com/,39.2744348,-74.5758472,SkinscriptrxscraperItem
A Bella Salon &#038; Spa,601 East 9th Street,,Ocean City,NJ,8226,609-399-6999,abellasalon@verizon.net,http://www.abellasalon.com,39.277609,-74.574604,SkinscriptrxscraperItem
The Skin Care Studio,"1324 Mangrove Ave, Suite 215",,Chico,CA,95926,530-826-4609,Judi@SkinCareChico.com,http://www.skincarechico.com/,39.743984,-121.8392032,SkinscriptrxscraperItem
True Skin,11890 Donner Pass Rd.,Suite 5,Truckee,CA,96161,(530) 412-0837,Micha_elle@yahoo.com,www.trueskinspa.com,39.3260514,-120.2188018,SkinscriptrxscraperItem
"Inner Glow Skin Care, LLC","26689 Pleasant Park Rd, Building A",Suite 230,Conifer,CO,80433,(720) 343-9582,innerglowskincare@gmail.com,http://www.myinnerglowskincare.com/,39.5196573,-105.3042361,SkinscriptrxscraperItem
Beautiful Complexions Skincare Studio,3247 Golden Gate Canyon Rd.,,Black Hawk,CO,80244,303-385-7919,bcss@skincaretherapy.net,http://bcsstudio.fullslate.com/,39.839531,-105.4463345,SkinscriptrxscraperItem
Massage Green Spa &#8211; Highlands Ranch,9579 S. University Blvd.,Suite 270,Highland Ranch,CO,80126,(303) 800-6830,,http://www.massagegreenspa.com/#!highlands-ranch-colorado/c1611,39.5418589,-104.939807,SkinscriptrxscraperItem
i {heart} skin,5451 W 32nd Ave.,,Wheat Ridge,CO,80212,303-957-6334,iheartskindenver@gmail.com,http://www.iheartskindenver.com/,39.7623295,-105.0564937,SkinscriptrxscraperItem
Clear. Spa,18129 Oak Ridge Drive,Suite A,Hagerstown,MD,21742,301-800-9500,,http://www.clearspa4u.com/,39.612864,-77.744275,SkinscriptrxscraperItem
PRESH skin,700 Frederick St,,Hagerstown,MD,21740,240-520-8731,myestheticianmandie@gmail.com,http://www.preshskin.weebly.com,39.6284125,-77.7154123,SkinscriptrxscraperItem
LaBella Medispa,1304 South Main St,,Mt Airy,MD,21771,(301) 829-1800,,http://www.labellamedispa.com/,39.3679623,-77.1650862,SkinscriptrxscraperItem
Holistic Solutions,"22 W Pennsylvania Ave, Suite 400",,Towson,MD,21204,443-797-5862,,http://www.holisticsolutions.skincaretherapy.net/,39.4008377,-76.6039131,SkinscriptrxscraperItem
Salon 8736,8736 Belair Rd,,Nottingham,MD,21236,410.248.9220,,http://salon8736.com/esthetician-services/,39.3935655,-76.4878994,SkinscriptrxscraperItem
The Boulevard Salon &#038; Spa,11550 Philadelphia Road,Suite 104,White Marsh,MD,211262,(410 870-2258,theblvd104@gmail.com,,39.4070533,-76.4141179,SkinscriptrxscraperItem
Skin Solutions by Wendi,3023 McDaniel Lane,,Newark,DE,19702,(302) 312-1569,,http://www.skinsolutionsbywendi.com,39.5854298,-75.7715717,SkinscriptrxscraperItem
Pure Dermal Care,13235 W 86th Dr,,Arvada,CO,80005,303-601-3456,,http://Puredermalcare.com,39.852376,-105.148185,SkinscriptrxscraperItem
Sign of the Tymes Salon,2881 E. 56th St,,Indianapolis,IN,46220,(317) 251=0792,,http://www.signofthetymessalon.com/about/,39.854675,-86.116076,SkinscriptrxscraperItem
MoCee Day Spa,13170 Harrell Pkwy,Suite 200,Noblesville,IN,46060,317-993-5959,,http://www.moceespa.com/,39.9930033,-85.9310882,SkinscriptrxscraperItem
Heads Turn Salon,265 Lincoln Circle,,Gahanna,OH,43230,(614) 476-8876,,http://www.headsturngahanna.com/,40.017991,-82.872385,SkinscriptrxscraperItem
Luxe Skin Aesthetics,1378 N Hamilton Rd Suite 43,,Columbus,OH,43230,614-795-8308,luxeskinaesthetics@gmail.com,http://www.luxeskinaesthetics.com/,40.0538068,-82.8636772,SkinscriptrxscraperItem
HiBrou,3202 Washington Rd.,,McMurray,PA,15317,(724) 260-0325,hibrouspa@gmail.com,,40.2905769,-80.1091352,SkinscriptrxscraperItem
Fountain Springs Wellness Spa,221 B Main Street,,Parkesburg,PA,19365,610-466-5141,fswspa@gmail.com,http://www.fswspa.com,39.9614197,-75.9169657,SkinscriptrxscraperItem
The Massage Studio,583 Shoemaker Rd.,,King of Prussia,PA,19406,610-354-0138,,http://www.massagestudiokop.com/,40.07981,-75.3582935,SkinscriptrxscraperItem
Simply Skin By Jeannine,123 West Germantown Pike,Suite 5,East Norriton,PA,19401,(610) 220-0429,jeanninemodica@gmail.com,http://jeanninemodica.com/,40.1459996,-75.3208233,SkinscriptrxscraperItem
Andre Aesthetiques at Lisa Michaels Salon,77 Ellis St,, Haddonfield,NJ,8033, 856-795-9115 / 856-571-1792,Andre.Aesthetiques@gmail.com,,39.8967174,-75.0290403,SkinscriptrxscraperItem
Donna Skin Care,10012 Sandmeyer Ln,,Philadelphia,PA,19116,215-969-2526,donna.skin@gmail.com,http://www.donna-skincare.com,40.108308,-75.036147,SkinscriptrxscraperItem
TN Skincare Studio,21 West Main Street ,,Freehold,NJ,7728,732-276-9577 ,,http://www.tnskincarestudio.com,40.2602,-74.275807,SkinscriptrxscraperItem
Gentle Healing Wellness,1274 S. River Rd,,Cranbury,NJ,8512,(609) 409-2700,info@gentlehealingspa.com,Gentle Healing Wellness Spa,40.3186733,-74.5065954,SkinscriptrxscraperItem
Angela Grimaldo &#8211; Like Nobody Else Day Spa,424 Main St,,Ferndale,CA,95536,707-786-9030 or 707-845-6054,,,40.576532,-124.264983,SkinscriptrxscraperItem
Infusion Skin Spa | Tina Elkins,1322 Court Street,,Redding,CA,96001,(530) 244-3223,,http://www.infusionskinspa.com,40.5848191,-122.3966439,SkinscriptrxscraperItem
Art of Skin Care,"1135 Pine St., Suite 104",,Redding,CA,96001,530-241-4400,,http://www.artofskincare.com/,40.5875793,-122.3915411,SkinscriptrxscraperItem
Massage Green Spa &#8211; Sandy,90 W. 11400 S,,Sandy,UT,84070,(801) 810-1999,,http://www.massagegreenspa.com/#!sandy-utah/c21uv,40.5444138,-111.8919181,SkinscriptrxscraperItem
Unique Skin Studio,"10011 S. Centennial Parkway, Suite #350",,Sandy,UT,84070,801-205-1704 ,uniqueskinstudio@gmail.com,http://www.utah.skincaretherapy.net/,40.5692157,-111.8944224,SkinscriptrxscraperItem
Treatments by Tabatha J,,,Peoria,IL,61603,309-712-8225,tabathaj@comcast.net,http://www.treatmentsbytabathaj.skincaretherapy.net,40.7100017,-89.5733416,SkinscriptrxscraperItem
"Ever-Young Esthetics, LLC.",Debra Fairchild,"4884 Higbee Ave. NW, Ste 110",Canton,OH,44718,(330) 284-0933,everyoung.df@gmail.com,http://www.ever-young.skincaretherapy.net/,40.8540649,-81.460856,SkinscriptrxscraperItem
Felicite Day Spa,5827 Steubenville Pike,,Robinson Twp,PA,15136,(412) 788-4772,,http://felicitedayspa.com/,40.4504732,-80.1388555,SkinscriptrxscraperItem
Aqua Salon and Spa,814 Route 764,,Duncansville,PA,16635,814-696-7820,,http://www.aquaduncansville.com/,40.4335731,-78.4371844,SkinscriptrxscraperItem
Hair DeZigns Salon and Spa,214 West Hamilton Avenue ,,State College,PA,16801,814-234-4313,beauty@hairdezigns.com,http://www.hairdezigns.com/,40.7873907,-77.8559794,SkinscriptrxscraperItem
Images Salon,8 Maple Ave.,,Sellersville,PA,18960,(215) 257-4664,imagessalonspa@verizon.net,http://www.imagessalonandspasellersville.com/,40.3592152,-75.3108205,SkinscriptrxscraperItem
Evolution The Green Room Salon,442 Atlantic Ave ,,Brooklyn,NY,11217,718-222-2977,Ramglamskincare@skintherapy.net,http://evolutiongreenroom.com/,40.6862368,-73.9836832,SkinscriptrxscraperItem
Broadway Rejuvenation Center,"1501 Broadway, Suite 900",,,NY,10036,(212) 840-5803,,,40.757122,-73.9865613,SkinscriptrxscraperItem
Susan&#8217;s Skin and Brow Studio,20 Unqua Road,,Massapequa,NY,11758,(631) 397-0043,,http://susanpaladino.skincaretherapy.net/,40.6668785,-73.439566,SkinscriptrxscraperItem
Skin Essentials by Veronica at Primp Salon and Spa,5394 Merrick Rd.,,Massapequa,NY,11758,516-319-3059 or 516-799-7199,skinessentialsbyveronica@gmail.com,,40.667741,-73.4376769,SkinscriptrxscraperItem
The Goddess Within,5394 Merrick Rd,,Massapequa,NY,11758,516-799-7199 or 516-712-7662,,,40.667741,-73.4376769,SkinscriptrxscraperItem
Pure Envy Aesthetics,20 Montauk Hwy,,Blue Point,NY,11715,631-255-0095,envy@skincaretherapy.net,http://www.pureenvy.skincaretherapy.net/,40.751441,-73.040691,SkinscriptrxscraperItem
The Wax &#038; Skin Studio (Inside Victor Victoria Salon &#038; Spa),1105 Howard St.,,Omaha,NE,68108,(402) 981-8715,thewaxandskinstudio@gmail.com,,41.2551337,-95.9309503,SkinscriptrxscraperItem
Simone Brown Esthetics at Avalon 2,"10875 W Dodge Rd., Suite 36",,Omaha,NE,68154,402-290-6037,,http://www.simonebrownesthetics.com/,41.2615505,-96.084337,SkinscriptrxscraperItem
The Vintage Mirror at Avalon Suites 2,10875 West Dodge Road,Suite 29,Omaha,NE,68154,402-709-3524,myvintagemirror@gmail.com,,41.2615505,-96.0843371,SkinscriptrxscraperItem
Vital Living WellSpa,5111 North Bend Dr,,Fort Wayne,IN,46804,260-436-8807,janet@VLmassage.com,http://www.vlmassage.com/,41.063344,-85.208651,SkinscriptrxscraperItem
A Day Away Salon and Spa,487 E. Dupont Road.,,Fort Wayne,IN,46825,(260) 637-6757,feliciaphomsoupha@yahoo.com ,http://adayawaysalonandspa.com/,41.1795531,-85.1360795,SkinscriptrxscraperItem
Luna Belle Aesthetics,10 Main St.,,Hastings on Hudson,NY,10706,(914) 588-1931,lunabelleny@gmail.com,http://www.lunabelleny.com/,40.9941381,-73.8820098,SkinscriptrxscraperItem
Bams Beauty Skin Care Studio,151 Montgomery Ave,Suite A,Scarsdale,NY,10583,(914) 722-6770,,http://www.bamsbeauty.com,40.978417,-73.804655,SkinscriptrxscraperItem
"Healing Touch, Francine&#8217;s Skin Care",470 Main St.  ,,Armonk,NY,10504,(914)707-0086,fran6516@aol.com,http://www.healing-touch.skincaretherapy.net/,41.1285028,-73.7133293,SkinscriptrxscraperItem
ReJuvenna Spa,555 Hallock Avenue,,Port Jefferson Station,NY,11776,(631) 834-5626,kenneth@rejuvenna.com,http://www.rejuvenna.com/,40.932792,-73.0459825,SkinscriptrxscraperItem
Massage Savvy,2470 Boston Post Road,,Guilford,CT,6437,203-453-8667,info@massagesavvyct.com,http://massagesavvyct.com/,41.308221,-72.724441,SkinscriptrxscraperItem
Jill Michele Skin Care Center,#11 Wolfer Industrial Park,,Spring Valley,IL,61362,815-252-0265,jimicheleti@gmail.com,,41.337786,-89.2189102,SkinscriptrxscraperItem
All About Beauty &#038; Wellness,3420 Lacrosse,"Suite 100, Unit 3",Naperville,IL,60564,(630) 864-1600,aabeauty911@gmail.com,http://www.aaBeautySpa.com,41.7035232,-88.2037118,SkinscriptrxscraperItem
"Imagine Peace Hair, Skin and Nail Studio",235 W. Main Street ,,Glenwood,IL,60425,708-757-7777 ,,http://www.imaginepeacestudio.com/,41.5466002,-87.6180827,SkinscriptrxscraperItem
Skin Deep Beauty by Cyndi,43 E. Jefferson St.,Jefferson Hill Building,Naperville,IL,60540,(630) 452-9002,clstache@hotmail.com,http://www.skindeepfacial.com/,41.7732212,-88.146175,SkinscriptrxscraperItem
"T-N-T Artistry, Inc.","2136 W 95th St, Suite 201",,Chicago,IL,60643,,Bookings@tnt-artistry.com,http://tnt-artistry.com/,41.721286,-87.676345,SkinscriptrxscraperItem
Songbird Prarie Inn and Spa,174 North County Road 600 W,,Valparaiso,IN,46385,(219) 759-4274,Barbara@songbirdprairie.com,http://www.songbirdprairie.com/,41.460241,-87.184319,SkinscriptrxscraperItem
Skin Deep Aesthetics,2707 Toledo Rd.,,Elkhart,IN,46516,(574) 293-8123,,http://www.skindeepmakeupdesigns.com/,41.6775217,-85.9267172,SkinscriptrxscraperItem
Muscle &#038; DermaTherapy Center,116 S. Fourth St,,Sturgis,MI,49091,269-659-2699,c_yunker@yahoo.com,http://www.muscle-dermatherapycenter.com/,41.7993843,-85.4149387,SkinscriptrxscraperItem
Lava Massage and Skin Care,8035 Broadview Rd,,Broadview Heights,OH,44147,440-746-0322,,http://www.lavamassageandskincare.com/,41.34725,-81.683924,SkinscriptrxscraperItem
Head to Toe Salon &#038; Spa,1 Kim Avenue,Suite 2,Tunkhannock,PA,18657,570-996-5004,headtotoe@gmail.com,http://www.headtotoesalonandspa.com/,41.579999,-75.970304,SkinscriptrxscraperItem
Blush Beauty Bar &#038; Spa,2064 New Hackensack Rd,Suite #5,Poughkeepsie,NY,12603,(845) 462-0122,blush@blushbeautybarspa.com,http://www.blushbeautybarspa.com/,41.655906,-73.874186,SkinscriptrxscraperItem
Jem Aesthetics,2162 Silas Deane Hwy,,Rocky Hills,CT,6067,(860) 992-6178,,https://www.facebook.com/Wendy-McGuire-of-JEM-Aesthetics-951199171597186/,41.66929,-72.641803,SkinscriptrxscraperItem
Faces by Sienna &#038; Co,"75 Sockanosset Cross Rd, Suite 110",,Cranston,RI,2920,401-263-1709,facesbysienna@gmail.com,http://www.facesbysienna.net/,41.75418,-71.454151,SkinscriptrxscraperItem
The Body Mechanist,3229 Cranberry Hwy   #4,,Buzzards Bay,MA,2532,508-273-2233,info@thebodymechanist.com,http://www.thebodymechanist.com/,41.7479216,-70.6248917,SkinscriptrxscraperItem
Studio Skin &#038; Body | Cheryl Curry,218 W. Main St.,,Freeport,IL,61032,(815) 291-0959,,,42.2966165,-89.6219973,SkinscriptrxscraperItem
GLOW SKIN and BODY by Gretchen,40W310 LaFox Rd.,, St. Charles,IL,60174,(630) 404-2600,gretchen0203@gmail.com,http://www.glowbygretchen.com/,41.9356063,-88.4006984,SkinscriptrxscraperItem
Salon Agape / Judi Kopacz,111 W. Main St.,,St. Charles,IL,60174,630-587-0602,salonagape111@gmail.com,http://www.salonagape.net/,41.9132536,-88.3148143,SkinscriptrxscraperItem
